"TELERIDE_NUMBER","STOP_NAME","POINT"
"4878","SB Hunterview DR @ 78 AV NW","POINT (-114.0853867 51.1228319)"
"6781","WB Hawstone DR @ Hawktree CL NW","POINT (-114.171246 51.1352246)"
"6859","NB Sarcee RD @ Tommy Prince RD SW","POINT (-114.1306999 51.0216174)"
"2069","NB Nolan Hill Bv @ Nolancrest Ga NW","POINT (-114.1714323 51.1741595)"
"9389","NB Panorama Hills WY @ Panorama Hills LN NW","POINT (-114.0700001 51.1532381)"
"4434","SB Manhattan RD @ Manitoba RD SE","POINT (-114.0535099 51.013304)"
"2380","EB Savanna BV @ Savanna CM NE","POINT (-113.9551218 51.1349219)"
"9068","WB 68 AV NE @ 11ST NE","POINT (-114.0376111 51.1158665)"
"8018","EB 17 AV SW @ Georgia ST SW","POINT (-114.1536092 51.0377255)"
"6239","EB Canyon Meadows DR @ Parkland BV SE","POINT (-114.0379583 50.9302012)"
"2157","NB 23 ST NE @ 35 AV NE","POINT (-114.0050042 51.0840018)"
"4145","EB Panatella GA @ Harvest Hills BV NW","POINT (-114.0699394 51.1670777)"
"8012","WB Edgebrook DR @ Edgebrook BV NW","POINT (-114.1286814 51.1378204)"
"9306","SB Evergreen DR @ Evergreen RO SW","POINT (-114.1023588 50.9204667)"
"5619","NB 14 ST NW @ Rosevale DR NW","POINT (-114.0946026 51.0807968)"
"5936","NB Dalton DR @ Dalhousie DR NW","POINT (-114.1474731 51.103885)"
"7193","WB 66 AV NW @ Dalcastle CO","POINT (-114.1701492 51.1131882)"
"2630","SB Invermere Drive @ Springmere Drive","POINT (-113.8344144 51.0451418)"
"4992","SB 77 ST SW @ Old Banff Coach RD","POINT (-114.199675 51.0668127)"
"6077","WB Silver Springs BV @ Silver Ridge DR NW","POINT (-114.1973312 51.1088873)"
"5420","NB 10 ST @ Prospect AV SW","POINT (-114.0857318 51.0322285)"
"5328","EB Prospect AV @ 8 ST SW","POINT (-114.0838268 51.0323518)"
"8842","EB Parkdale BV @ 32 ST NW","POINT (-114.1337954 51.0563998)"
"2812","NB 52 ST SE @ 90 AV SE","POINT (-113.9582209 50.972781)"
"3656","EB Sun Valley BV @ W. of Sunmills DR SE","POINT (-114.0502473 50.9065047)"
"6219","EB 8 AV SE @ 44 ST SE","POINT (-113.9684174 51.0450908)"
"9555","SB Saddlemont BV @ Saddlemead WY NE","POINT (-113.9439048 51.1269095)"
"8301","EB Deer Run BV @ Deercross RD SE","POINT (-114.0093241 50.9268082)"
"8977","WB Northmount DR @ Collingwood PL NW","POINT (-114.1048569 51.0867181)"
"8058","Riverbend Station (SB)","POINT (-114.0159869 50.9765507)"
"2341","SB 68 ST @ Applewood DR (S. Leg) SE","POINT (-113.9353285 51.0422814)"
"6365","SB Barlow TR @ 72 AV SE","POINT (-113.982033 50.9890803)"
"6531","EB 33 AV SW @ W. of Crowchild TR","POINT (-114.1231355 51.0246109)"
"3816","NB Crowfoot CTrain Station","POINT (-114.2068856 51.1226979)"
"8778","WB 26 AV SW @ 45 ST SW","POINT (-114.153332 51.0306129)"
"2211","WB Legacy CI @ Legacy VW SE","POINT (-114.0099294 50.8609575)"
"8259","WB Evanston DR @ Evanston HL NW","POINT (-114.1117234 51.1798197)"
"5388","EB 7 ST @ MacDonald AV SE","POINT (-114.0437947 51.0410246)"
"4500","EB Whitehorn DR @ Whiteview RD NE","POINT (-113.9659011 51.0848735)"
"8209","NB 44 ST SE @ 68 AV SE","POINT (-113.9700615 50.9945451)"
"7911","NB 52 ST NE @ Temple DR N leg","POINT (-113.9582278 51.0918969)"
"9203","SB Somerset DR @ Somerset GA SW","POINT (-114.0768414 50.8987098)"
"8271","WB 17th AV SE @ 61st ST SE","POINT (-113.943705 51.0379773)"
"8793","64th Avenue N Station (SB)","POINT (-114.0626313 51.1098331)"
"9254","SB 60 ST NE @ Saddlehorn DR","POINT (-113.9469527 51.1290068)"
"6412","Heritage LRT Station NB","POINT (-114.0742172 50.9792842)"
"7513","EB 27 AV NE @ 15 ST NE","POINT (-114.0215992 51.0768623)"
"7241","EB Arbour Lake WY @ Arbour Estates WY NW","POINT (-114.1960983 51.1327834)"
"3923","EB 18 ST SE @ 24 ST SE","POINT (-114.002576 50.9561929)"
"7166","SB Scenic Acres DR @ Scandia RI NW","POINT (-114.220698 51.113556)"
"4480","NB 28 ST SE @ 16 AV SE","POINT (-113.9929943 51.0399424)"
"5520","SB 1 ST SE @ 17 AV SE","POINT (-114.0612904 51.0374986)"
"7335","NB 8 ST NE @ 65 AV NE","POINT (-114.0445004 51.1131627)"
"3422","NB 36 ST @ Whitehorn DR NE","POINT (-113.9815046 51.0853839)"
"6724","North Hill Station (EB)","POINT (-114.1053825 51.0667779)"
"1949","NB Redstone BV @ Redstone DR NE","POINT (-113.9508928 51.1690276)"
"5976","EB Canyon Meadows DR @ Elbow DR SW","POINT (-114.0842841 50.9391487)"
"4243","EB Oakwood DR @ Oakmount WY SW","POINT (-114.1354263 50.9721584)"
"8754","SB 14 ST SW @ 24 AV SW","POINT (-114.09481 51.0316811)"
"2821","SB 68 ST SE @ 72 AV SE","POINT (-113.9354413 50.9891302)"
"2649","SB Skyview CI NE @ Skyview Parade NE","POINT (-113.9525754 51.1556006)"
"5773","SB Bowness RD @ 46 ST NW","POINT (-114.1601994 51.0722459)"
"9877","Crowfoot LRT Station","POINT (-114.2074872 51.1233869)"
"5348","SB 20 ST SW@ 50 AV SW","POINT (-114.109277 51.0082668)"
"9128","NB Woodpark BV @ Woodridge DR SW","POINT (-114.1105137 50.9362932)"
"8915","NB Spruce DR @ Hemlock CR SW","POINT (-114.1350852 51.0479943)"
"7136","SB Silver Ridge DR @ Silver Hill RD NW","POINT (-114.1977296 51.107026)"
"7105","WB Westwinds DR @ 44 ST NE","POINT (-113.9711382 51.1002289)"
"7604","WB Coral Springs BV @ Coral Springs CL NE","POINT (-113.9337184 51.1080589)"
"6718","WB 28 AV NE @ 58 ST NE","POINT (-113.9503471 51.0774307)"
"8543","EB 17 AV SW @ 25 ST SW","POINT (-114.1202097 51.0377522)"
"9678","WB Glenmore TR @ Elbow DR SW","POINT (-114.0865505 50.9947132)"
"9493","NB 40 ST SE @ 116 AV SE","POINT (-113.9778746 50.9475771)"
"8995","WB Norfolk DR @ Theodore PL NW","POINT (-114.0811571 51.1069963)"
"8954","EB Richmond RD @ 48 ST SW","POINT (-114.1560829 51.0183031)"
"6394","WB Hawkstone DR @ Hawkcliff WY NW","POINT (-114.1672263 51.1308278)"
"5492","SB Northland DR @ Northmount DR NW","POINT (-114.1415175 51.0955183)"
"6384","NB 52 ST NE @ Rundlehorn DR","POINT (-113.9581865 51.0725115)"
"4424","WB 58 AV SE @ 2 ST SE","POINT (-114.0607186 51.0014595)"
"5098","EB 78 AV NW @ 10 ST NW","POINT (-114.0808705 51.1219654)"
"4911","EB 130 AV SE @ 46 ST SE","POINT (-113.966954 50.9318221)"
"5867","EB Whitehorn DR @ 36 ST NE","POINT (-113.9808013 51.0848008)"
"4292","WB Panatella BV @ Panton LD NW","POINT (-114.0821527 51.1705242)"
"4732","WB Sage Valley BV @ Sage Hill VW NW","POINT (-114.1461677 51.1760352)"
"9950","NB 24 ST SW @ Bridlecrest WY","POINT (-114.1170501 50.9012117)"
"2426","EB 61 AV SW @ 3 ST SW","POINT (-114.0689957 50.9975875)"
"6151","NB 36 ST SE @ 8 AV SE","POINT (-113.9813593 51.045534)"
"2621","EB W. Lakeview DR @ W. of Rainbow RD","POINT (-113.8449712 51.0320866)"
"5843","EB 66 AV SE @ 19 ST SE","POINT (-114.0126254 50.994059)"
"9291","NB Cranston DR @ Cranleigh GA SE","POINT (-113.9877567 50.8887794)"
"5608","NB 8 ST SW @ Durham AV","POINT (-114.0825826 51.0342186)"
"3983","WB Varsity DR @ 48 ST NW","POINT (-114.1580384 51.0939875)"
"2603","WB Symons Valy Pkwy (128 Ave) @ Symons Valy Rd NW","POINT (-114.1334865 51.1682009)"
"5769","17 Avenue SW Station (NB)","POINT (-114.1131944 51.0375529)"
"5467","WB Northmount Dr @ Charleswood DR NW","POINT (-114.1179225 51.0895057)"
"2817","EB 61 AV SE @ 48 ST SE","POINT (-113.9637456 50.9988668)"
"7850","SB Douglas Park BV @ Douglas Park VW SE","POINT (-113.9925661 50.9370456)"
"9342","EB Hidden Creek WY @  Hidden Creek BV NW","POINT (-114.1002702 51.1599745)"
"8939","NB Sierra Morena RD @ 34 AV SW","POINT (-114.1840909 51.0237042)"
"8993","NB 4 ST NE @ Blackthorn RD NW","POINT (-114.0568136 51.1091919)"
"3528","NB University BV NW @ Pathway","POINT (-114.1454071 51.0694135)"
"5394","NB 31 ST NW@ 34 AV NW","POINT (-114.1292625 51.0849008)"
"7550","NB 33 ST NE @ 12 AV NE","POINT (-113.9859097 51.0631289)"
"2493","WB Symons Valley PY @ 14 St NW","POINT (-114.0961868 51.1816124)"
"9957","EB 5 AV @ 2 ST SW","POINT (-114.0682386 51.0484923)"
"8920","WB Spruce DR @ Walnut DR SW","POINT (-114.1521115 51.0523685)"
"6686","WB 26 AV SE @ 36 ST SE","POINT (-113.9822734 51.0305989)"
"6721","NB 10 ST NW @ 23 AV NW","POINT (-114.0844349 51.0729716)"
"2030","SB 7 ST SW @ 7 AVE SW","POINT (-114.0788386 51.0470606)"
"6662","NB Centre ST N @ McKnight BV","POINT (-114.0622437 51.0967988)"
"7774","SB Sirocco DR @ 17 AV SW","POINT (-114.1696285 51.0370535)"
"5339","SB 20 ST SW@ 33 AV SW","POINT (-114.1095623 51.0236191)"
"2889","WB Heritage DR @ Fraser RD SE","POINT (-114.0540318 50.9798352)"
"6857","SB Edgepark BV @ S. of Country Hills BV NW","POINT (-114.1571736 51.1378604)"
"4783","SB Coventry Hills WY @ N. of Covepark SQ NE","POINT (-114.0618966 51.1668686)"
"3773","WB 26 AV SW @ 77 ST SW","POINT (-114.1974956 51.0306567)"
"3740","NB 45 ST SW @ Rossmere RD","POINT (-114.1525678 51.0467939)"
"5629","SB 24 ST SW @ Oakmoor DR","POINT (-114.1181881 50.9627301)"
"4413","EB Country Hills BV @ Coventry Hills BV NE","POINT (-114.0518975 51.1540691)"
"8727","SB Elbow DR @ Britannia DR SW","POINT (-114.0792609 51.0144548)"
"9655","NB Castleridge BV @ N. of Castleridge DR NE","POINT (-113.965798 51.1087328)"
"9598","SB Country Hills BV @ Royal Birch BV","POINT (-114.2129048 51.1491678)"
"9412","WB Child AV @ Bantry ST NE","POINT (-114.0356441 51.0588609)"
"6664","EB Sirocco DR @ Simcoe BV SW","POINT (-114.1816161 51.0304085)"
"9272","SB Elbow DR @ 75 AV SW","POINT (-114.0832907 50.9864437)"
"8393","NB Twelve Mile Coulee RD @ Rockyvalley DR NW","POINT (-114.2571627 51.1490671)"
"7273","Brentwood LRT Station","POINT (-114.1319849 51.0865777)"
"7903","EB 44 AV NE @ Whitefield DR","POINT (-113.9716633 51.0924169)"
"8001","SB 22 ST NE @ Aerial PL","POINT (-114.0061083 51.1208365)"
"3484","SB Scenic Acres DR @ Scenic Acres BV NW","POINT (-114.2111223 51.1188955)"
"7108","NB 53 ST NW @ Valencia RD","POINT (-114.1643601 51.1008511)"
"8426","WB 6 AV SW @ 9 ST SW farside","POINT (-114.0845768 51.0481205)"
"4842","WB Bowness RD @ Veteran's WY NW","POINT (-114.1436966 51.0613286)"
"5531","SB Fairmount DR @ 78 AV SE","POINT (-114.0605234 50.9835815)"
"4602","SB Lancaster WY @ Lathom CR SW","POINT (-114.1266335 50.9980363)"
"6804","NB Chinook CTrain Station","POINT (-114.0655892 50.9974713)"
"4156","WB Coventry Hills WY @ Coverbrook GR NE","POINT (-114.0544757 51.1692723)"
"4203","SB Macleod TR @ Hull AV SW","POINT (-114.0718231 50.9751935)"
"5120","WB 6 AV SW @ 3 ST SW","POINT (-114.0707075 51.0477429)"
"4206","NB Macleod TR @ 86 AV SE","POINT (-114.0713811 50.9763527)"
"8579","Saddletowne Terminal Stop B","POINT (-113.9479291 51.125777)"
"7845","SB 1 ST SW @ 6 AV SW","POINT (-114.065592 51.0473122)"
"9041","SB Northmount DR @ Connaught DR NW","POINT (-114.0914573 51.0840187)"
"5387","EB 12 AV SE@ 1 ST SE","POINT (-114.0604977 51.0412295)"
"8893","EB Royal Oak DR @ Rocky Ridge RD NW","POINT (-114.2333389 51.13851)"
"3513","EB Copperpond BV @ Copperpond RD SE","POINT (-113.9298472 50.924007)"
"2918","WB 140 AV NW @ Carrington BV","POINT (-114.0909731 51.1817076)"
"2922","NB 112 AV @ Sarcee TR NW","POINT (-114.1637729 51.1584043)"
"4631","EB Spruce DR @ Wedgewood DR SW","POINT (-114.1498223 51.0522317)"
"8241","SB Sunmills DR @ Sunvale DR SE","POINT (-114.047229 50.8995741)"
"4865","NB 4 ST NW @ 20 AV NW","POINT (-114.0714325 51.0709804)"
"9153","WBLake Bonavista DR @ Lake Linnet CR SE","POINT (-114.0518023 50.9462572)"
"7851","EB  Douglas Park BV @ Douglas Park VW SE","POINT (-113.9891552 50.9351946)"
"4244","NB Oakwood DR @ Oakmount DR SW","POINT (-114.138973 50.9678136)"
"7483","EB 34 AV NW @ W. of 71 ST NW","POINT (-114.1917296 51.0836848)"
"2432","NB Douglas Glen Term south bay","POINT (-113.997687 50.9530755)"
"4142","NB 60 ST NE @ Saddlehorn DR","POINT (-113.9465965 51.1298763)"
"9029","NB Northmount DR @ Thorneycroft DR NW","POINT (-114.0743393 51.1018336)"
"9061","NB Northmount DR @ Harlow AV NW","POINT (-114.0819787 51.0916896)"
"5276","SB Edmonton TR @ 27 AV NE","POINT (-114.0558309 51.0765518)"
"9734","NB Auburn Bay BV @ Auburn Sound VW SE","POINT (-113.9663669 50.8898891)"
"2397","EB 50 AV SE @ 23 ST SE Near-side","POINT (-114.0044767 51.0086578)"
"3646","WB 112 AV NW @ 110 AV NW","POINT (-114.1907382 51.1542614)"
"6090","EB Temple DR @ Temple Shopping Plaza","POINT (-113.9569799 51.0913247)"
"2712","WB  210 AV SE @ Legacy GA SE","POINT (-114.0179906 50.8633218)"
"3939","SB  New Brighton DR @ New Brighton MR SE","POINT (-113.9542199 50.917143)"
"3574","NB Walden BV @ nleg Walden Dr SE midblk","POINT (-114.02609 50.8751423)"
"7955","EB Richmond RD @ Kerrydale RD SW","POINT (-114.1375549 51.0234541)"
"5532","SB Fairmount DR @ 86 AV SE","POINT (-114.0599951 50.9754817)"
"3823","NB Tuscany WY @ Tuscany DR NW","POINT (-114.2503922 51.1294997)"
"4490","SB 44 ST SE @ 23 AV SE","POINT (-113.9701366 51.0329651)"
"7036","WB Douglasbank DR @ Douglasbank CR SE","POINT (-114.0107509 50.946499)"
"4238","EB 90 AV SW @ Bay Ridge DR","POINT (-114.1086735 50.9721283)"
"5302","EB Canada Olympic RD @ Canada Olympic GA SW","POINT (-114.2171504 51.0838974)"
"7089","WB 40 AV NW @ 52 ST NW","POINT (-114.1624832 51.0883479)"
"6618","NB 19 ST NW @ 20 AV NW","POINT (-114.1062118 51.0709658)"
"4766","WB Shawnee DR @ Shawnee CR SW","POINT (-114.084503 50.9265522)"
"9879","Crowfoot LRT Station","POINT (-114.207612 51.1236867)"
"2500","All Saints High School","POINT (-114.0254636 50.8596223)"
"8922","SB 45 ST SW @ 8 AV SW","POINT (-114.1527823 51.0446943)"
"9300","EB Evergreen DR @ Evergreen HL SW","POINT (-114.1010286 50.926982)"
"4130","NB 11 ST SE @ 70 AV SE","POINT (-114.0399582 50.9914542)"
"9250","NB Copperfield BV @ Copperfield HT SE","POINT (-113.9454701 50.9124273)"
"6473","NB  Lake Bonavista DR @ Lake Willow RD SE","POINT (-114.0650384 50.9440902)"
"3841","WB Country Hills BV @ W.Leg Hamptons BV NW","POINT (-114.1577926 51.1389548)"
"5512","WB James McKevitt RD @ Shawnee GA SW","POINT (-114.0757002 50.9214476)"
"9571","WB Country Hills BV @ Royal Oak Centre NW","POINT (-114.2159654 51.1525606)"
"4853","WB 12 AV NW @ 2 ST NW","POINT (-114.067883 51.0634436)"
"4769","SB Shawinigan DR @ Shannon MR SW","POINT (-114.0903841 50.910544)"
"4873","NB Hunterview DR @ Hunterbow CR NW","POINT (-114.0797154 51.1137693)"
"4978","WB 90 AV SE @ 52 ST SE","POINT (-113.9571937 50.9724106)"
"4005","NB Hamptons BV @ Hamptons GR NW","POINT (-114.1611069 51.1436586)"
"2697","WB Belmont BV @ Belmont DR","POINT (-114.0662982 50.8706404)"
"4605","SB Lakeview DR @ 54 AV SW","POINT (-114.136957 51.0038596)"
"4346","WB Panatella BV @ Panton VW NW","POINT (-114.0846586 51.1703105)"
"5636","EB Palliser DR @ Oakwood DR SW","POINT (-114.1250964 50.9694128)"
"6034","WB 32 AV NE @ 12 ST NE","POINT (-114.0278483 51.0816179)"
"5969","WB Lake Sylvan DR @ Lake Wapta RI SE","POINT (-114.0364161 50.9428091)"
"8598","SB Arbour Lake DR @ Arbour Vista GA NW","POINT (-114.1938179 51.1357328)"
"6042","NB 19 ST NE @ 32 AV NE","POINT (-114.0114674 51.0820814)"
"9846","SB Castleridge BV @ Westwinds CR NE","POINT (-113.9699138 51.1054053)"
"2562","WB Country Hills BV @ Skyview CI","POINT (-113.9532116 51.1545207)"
"5020","SB 4 ST NW @ 32 AV NW","POINT (-114.071644 51.0816446)"
"4050","EB Northmount DR @ Bowlen ST NW","POINT (-114.1233658 51.0906293)"
"6039","WB 64 AV NE @ 4 ST NE","POINT (-114.0579178 51.1107039)"
"2741","NB Wolf Willow BV SE @ Wolf Hollow CR SE, farside","POINT (-114.003562 50.8755363)"
"3788","EB 12 AV SW @ 2 ST SW","POINT (-114.0687417 51.0414997)"
"9133","WB 14 AV SW @ 85 ST SW","POINT (-114.212246 51.0452681)"
"7993","EB Sun Valley BV @ Sun Valley DR SE","POINT (-114.0266297 50.9036293)"
"2065","SB Shaganappi TR @ Sherwood GA NW","POINT (-114.1433481 51.1626714)"
"6009","EB 64 AV N @ Centre ST N","POINT (-114.061603 51.1104998)"
"5894","EB Dover Ridge DR @ 28 ST SE","POINT (-113.9909627 51.0186798)"
"9775","NB Cranston DR @ Cranberry LN SE","POINT (-113.9741713 50.8837763)"
"3784","EB 26 AV SW @ E. of 77 ST SW","POINT (-114.196507 51.0304693)"
"5436","EB 6 AV NW@ 18 ST NW","POINT (-114.1017541 51.0575429)"
"4982","EB Martin Crossing DR @ Martin Crossing GR NE","POINT (-113.9585603 51.1177213)"
"4021","SB Edgedale DR @ Edgehill DR NW","POINT (-114.1586811 51.1193681)"
"5170","SB Centre ST N @ Tache AV N","POINT (-114.0625462 51.1075255)"
"2874","EB 75 AV @ 4A ST SW","POINT (-114.0749052 50.9858579)"
"8788","WB 33 AV SW @ 14 ST SW","POINT (-114.0952289 51.0240729)"
"3801","EB  Country Village RD@ E.of Country Village LI NE","POINT (-114.0637943 51.1604877)"
"4178","WB Coach Hill RD @ Coach Bluff CR SW","POINT (-114.1859403 51.0560218)"
"4276","EB Barlow TR @ 61 AV SE","POINT (-113.9843174 50.9991239)"
"9805","EB 9 AV SE @ 12 ST SE","POINT (-114.0339968 51.0410271)"
"6505","EB 17 AV SW @ Sirocco DR","POINT (-114.1691869 51.0377444)"
"4427","WB 58 AV SE @ Burbank RD","POINT (-114.0462723 51.0015446)"
"4968","SB 52 ST SE @ 76 AV SE","POINT (-113.9587219 50.9846433)"
"5220","WB Scenic Acres DR@ Scimitar PT NW","POINT (-114.2148153 51.1111043)"
"4826","SB Fairmount DR @ 88 AV SE","POINT (-114.0594548 50.9728722)"
"2793","Foothills Medical Centre (EB)","POINT (-114.1281251 51.0683639)"
"2063","SB Shaganappi TR @ Kincora GA NW","POINT (-114.1481715 51.1652024)"
"6848","SB 18 ST NW @ 8 AV NW","POINT (-114.1026132 51.0593272)"
"8410","EB Hidden Valley DR @ Hidden Ranch TC NW","POINT (-114.1249392 51.1504109)"
"8321","NB 24 ST SE @ S. of 114 AV SE","POINT (-114.0018466 50.9521939)"
"5768","NB Richard RD @ Richardson WY SW","POINT (-114.1213927 51.0129196)"
"1803","EB 46 AV SE @ Highfield CI SE","POINT (-114.0442034 51.0115477)"
"8269","SB 65 ST SE @ 14 AV SE","POINT (-113.9394365 51.0401161)"
"2049","SB Nolan Hill Bv @ Nolan Hill Ave NW","POINT (-114.171777 51.1754694)"
"4095","EB Panamount BV @ Panorama Hills BV NW","POINT (-114.0796265 51.1579764)"
"7276","SB Centre ST S @ Glenmore TR S","POINT (-114.0639638 50.994543)"
"8478","SB Simcoe BV @ 17 AV SW","POINT (-114.1790006 51.0363628)"
"7352","WB 39 AV NE @ 23 ST NE","POINT (-114.0066513 51.0883265)"
"8910","NB 42 ST SE @ 112 AV SE","POINT (-113.9749019 50.9530052)"
"6956","EB Coral Springs BV @ Coral Sands PL NE","POINT (-113.9307465 51.098572)"
"8303","NB Deer Run  BV @ Deermoss  CR SE","POINT (-114.0108668 50.9293843)"
"8819","WB Bowness RD @ 62 ST NW","POINT (-114.1778081 51.0848244)"
"8108","NB 36 ST SE @ 30 AV SE","POINT (-113.9813984 51.027383)"
"8154","SB 52 ST NE @ 26 AV NE","POINT (-113.9586158 51.0757609)"
"4099","SB Harvest Hills BV @ Panamount GA NW","POINT (-114.0697727 51.1556969)"
"9302","NB Bannister RD @ 153 AV SE","POINT (-114.0667993 50.9158991)"
"5051","WB Kensington RD @ 18 ST NW","POINT (-114.103092 51.052575)"
"8292","WB Queensland DR @ Queen Anne WY SE","POINT (-114.0206174 50.940059)"
"9223","WB Shawnessy BV @ W. of Shawinigan DR SW","POINT (-114.08703 50.9141302)"
"4485","WB Dover Ridge DR @ Dover Meadow CL SE","POINT (-113.9790343 51.0211872)"
"9369","EB Discovery Ridge BV @ Discovery DR SW","POINT (-114.198914 51.01206)"
"5128","WB 17 AV SW @ Richmond RD","POINT (-114.1124568 51.0379196)"
"3744","Westbrook LRT Station","POINT (-114.1360545 51.0401729)"
"9148","WB Lake Bonavista DR @ Lake Erie RD SE","POINT (-114.0584236 50.939714)"
"5832","SB 12 ST NE @ Centre AV NE","POINT (-114.033825 51.0520416)"
"6760","NB 85 ST SW @ Aspen Glen LD","POINT (-114.2109086 51.0414287)"
"5493","NB 14 ST NW @ Cambrian DR","POINT (-114.0945017 51.0837715)"
"2717","SB Seton WY SE @ Superstore (S of Seton CR)","POINT (-113.9574329 50.8735288)"
"2966","WB Nose Hill DR @ E. of Tuscany HL NW","POINT (-114.2403279 51.1072223)"
"5574","EB 39 AV SE @ Burnsland RD","POINT (-114.0605484 51.0178979)"
"8369","WB Taravista DR @ Taralake TERR NE","POINT (-113.9314139 51.1208802)"
"7898","WB Rundlehorn DR @ 48 ST NE","POINT (-113.9644039 51.0708833)"
"6320","EB 32 AV NW @ 69 ST NW","POINT (-114.1870769 51.0815221)"
"7466","WB 6 AV SE @ 1 ST SE","POINT (-114.059973 51.0474857)"
"9396","NB Martindale CTrain Station","POINT (-113.967987 51.1174158)"
"9505","NB Hamptons DR @ Hamptons HT NW","POINT (-114.1398567 51.1457669)"
"8421","SB Centre ST N @ Bergen RD N","POINT (-114.071602 51.1286235)"
"5814","WB Silvergrove DR @ 100 Silvergrove PL NW","POINT (-114.1952502 51.1158802)"
"5890","EB 16 AV SE @ Rouleau CR","POINT (-113.9895835 51.0392969)"
"1942","WB Redstone AV @ Red Sky CR NE W. leg","POINT (-113.9583337 51.1730335)"
"9512","EB Taravista DR @ Taralake PA NE","POINT (-113.9320779 51.1205882)"
"2566","SB Grey Eagle Blvd @ Grey Eagle Dr SW","POINT (-114.1429626 51.0042163)"
"4347","WB Panatella BV @ Panatella HL NW","POINT (-114.0882722 51.1688661)"
"8674","NB 29 ST SE @ 114 AV SE","POINT (-113.9953359 50.9512663)"
"7504","NB 19 ST NE @ 18 AV NE","POINT (-114.013339 51.0693259)"
"2366","NB 16 ST NE @ 100 AV NE","POINT (-114.0200137 51.1439562)"
"5971","NB Bonaventure DR @ S. of Fairmount DR SE","POINT (-114.0601755 50.9527829)"
"2944","NB Symons Valley PY @ N Leg of Evanston DR NW","POINT (-114.1049879 51.1784208)"
"6050","EB 26 AV NE @ 50 ST NE","POINT (-113.9608005 51.0761956)"
"4048","WB Northmount DR @ Bennett CR NW","POINT (-114.1261389 51.0919748)"
"4175","NB Strathcona DR @ Strathcona RD SW","POINT (-114.1801969 51.0481388)"
"9333","NB Bonaventure DR @ Lake Fraser WY SE","POINT (-114.0633803 50.9396769)"
"3917","EB 9 AV SE @ 6 ST SE","POINT (-114.0486293 51.0439749)"
"6916","NB Lake Fraser DR @ N. of Canyon Meadows DR SE","POINT (-114.0653156 50.9312379)"
"4093","EB Panamount BV @ Panamount DR NW","POINT (-114.0730743 51.1598003)"
"4527","EB 76 AV SE @ 21A ST SE","POINT (-114.006738 50.9849941)"
"3748","Mt Royal University W Gate EB","POINT (-114.1337384 51.0144161)"
"3987","WB Varsity DR @ Vancouver CR NW","POINT (-114.14413 51.0904462)"
"2934","WB 34 AV NW @ 69 ST NW","POINT (-114.1884719 51.08395)"
"8609","EB Sierra Morena BV @ Sierra Vista CL SW","POINT (-114.1798982 51.020176)"
